CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13814,92.0,2.0,1579.12,1,Regular Customers
13815,22.0,4.0,4027.36,1,Regular Customers
13816,24.0,2.0,571.6700000000001,1,Regular Customers
13817,29.0,2.0,382.98,1,Regular Customers
13819,302.0,3.0,1140.35,0,At-Risk Customers
13821,145.0,2.0,385.64,0,At-Risk Customers
13822,6.0,2.0,632.0,1,Regular Customers
13823,19.0,2.0,957.66,1,Regular Customers
13824,33.0,5.0,1698.94,1,Regular Customers
13826,176.0,1.0,189.5,0,At-Risk Customers
13827,58.0,3.0,412.05,1,Regular Customers
13828,22.0,1.0,209.49,1,Regular Customers
13831,16.0,6.0,2202.99,1,Regular Customers
13832,19.0,1.0,52.199999999999996,1,Regular Customers
13833,159.0,1.0,384.8,0,At-Risk Customers
13835,25.0,4.0,834.57,1,Regular Customers
13837,212.0,2.0,271.24,0,At-Risk Customers
13838,6.0,4.0,691.73,1,Regular Customers
13841,253.0,1.0,85.0,0,At-Risk Customers
13842,59.0,9.0,3385.62,1,Regular Customers
13844,11.0,1.0,361.62,1,Regular Customers
13845,65.0,1.0,312.98,1,Regular Customers
13846,25.0,3.0,865.0600000000001,1,Regular Customers
13848,92.0,3.0,1255.0,1,Regular Customers
13849,52.0,2.0,1537.95,1,Regular Customers
13850,129.0,1.0,1595.48,1,Regular Customers
13851,96.0,3.0,2651.46,1,Regular Customers
13853,57.0,1.0,1090.14,1,Regular Customers
13854,9.0,25.0,8109.5199999999995,2,VIP Customers
13856,169.0,3.0,388.5,0,At-Risk Customers
13858,57.0,1.0,216.17,1,Regular Customers
13859,326.0,1.0,201.16,0,At-Risk Customers
13860,1.0,5.0,1245.9,1,Regular Customers
13862,18.0,8.0,2209.36,1,Regular Customers
13863,248.0,1.0,305.78,0,At-Risk Customers
13865,58.0,4.0,501.56,1,Regular Customers
13866,74.0,1.0,145.67000000000002,1,Regular Customers
13867,31.0,3.0,1015.29,1,Regular Customers
13868,7.0,2.0,3192.54,1,Regular Customers
13869,123.0,4.0,3104.95,1,Regular Customers
13870,2.0,8.0,2770.94,1,Regular Customers
13871,23.0,13.0,6403.25,2,VIP Customers
13873,120.0,3.0,389.6,1,Regular Customers
13874,358.0,1.0,540.45,0,At-Risk Customers
13875,54.0,5.0,1786.79,1,Regular Customers
13876,64.0,1.0,122.7,1,Regular Customers
13877,86.0,1.0,117.24,1,Regular Customers
13878,55.0,1.0,1281.53,1,Regular Customers
13880,21.0,13.0,3219.77,1,Regular Customers
13881,4.0,20.0,17159.52,2,VIP Customers
13882,3.0,5.0,1191.13,1,Regular Customers
13883,11.0,5.0,2674.48,1,Regular Customers
13884,7.0,5.0,787.6,1,Regular Customers
13885,189.0,2.0,506.8,0,At-Risk Customers
13886,71.0,1.0,243.56,1,Regular Customers
13887,204.0,1.0,349.55,0,At-Risk Customers
13888,120.0,2.0,605.63,1,Regular Customers
13889,93.0,1.0,416.90000000000003,1,Regular Customers
13890,1.0,10.0,1883.8100000000002,1,Regular Customers
13892,27.0,4.0,632.97,1,Regular Customers
13893,298.0,1.0,821.1,0,At-Risk Customers
13894,24.0,3.0,564.62,1,Regular Customers
13895,28.0,4.0,2593.07,1,Regular Customers
13897,50.0,1.0,311.16,1,Regular Customers
13898,326.0,1.0,155.93,0,At-Risk Customers
13899,16.0,2.0,388.52,1,Regular Customers
13900,183.0,3.0,740.95,0,At-Risk Customers
13901,72.0,5.0,2867.2,1,Regular Customers
13904,37.0,2.0,332.64,1,Regular Customers
13908,80.0,4.0,2369.55,1,Regular Customers
13911,57.0,9.0,2580.91,1,Regular Customers
13914,12.0,2.0,626.45,1,Regular Customers
13917,50.0,2.0,272.04,1,Regular Customers
13918,50.0,2.0,1212.8400000000001,1,Regular Customers
13919,59.0,2.0,384.81,1,Regular Customers
13922,352.0,1.0,172.25,0,At-Risk Customers
13923,54.0,1.0,351.13,1,Regular Customers
13924,2.0,6.0,1838.8500000000001,1,Regular Customers
13925,93.0,4.0,678.25,1,Regular Customers
13926,23.0,1.0,223.85000000000002,1,Regular Customers
13927,75.0,1.0,348.99,1,Regular Customers
13928,11.0,4.0,464.57,1,Regular Customers
13929,169.0,2.0,842.65,0,At-Risk Customers
13930,58.0,2.0,337.34,1,Regular Customers
13931,96.0,2.0,1237.53,1,Regular Customers
13932,295.0,1.0,307.4,0,At-Risk Customers
13933,109.0,2.0,608.7900000000001,1,Regular Customers
13934,264.0,1.0,922.1,0,At-Risk Customers
13936,180.0,1.0,376.58,0,At-Risk Customers
13937,169.0,1.0,158.85,0,At-Risk Customers
13938,35.0,1.0,71.66,1,Regular Customers
13939,23.0,3.0,568.55,1,Regular Customers
13940,17.0,4.0,839.14,1,Regular Customers
13941,22.0,5.0,5112.96,1,Regular Customers
13946,79.0,3.0,561.5699999999999,1,Regular Customers
13947,65.0,1.0,90.6,1,Regular Customers
13948,361.0,1.0,102.0,0,At-Risk Customers
13949,3.0,6.0,2427.32,1,Regular Customers
13950,11.0,4.0,745.06,1,Regular Customers
13951,176.0,3.0,674.45,0,At-Risk Customers
13952,218.0,2.0,3251.071,0,At-Risk Customers
13953,7.0,7.0,3515.68,1,Regular Customers
13954,2.0,2.0,439.92,1,Regular Customers
13955,154.0,2.0,322.96,0,At-Risk Customers
13956,5.0,5.0,1026.42,1,Regular Customers
13959,79.0,3.0,598.2,1,Regular Customers
13960,21.0,2.0,230.22,1,Regular Customers
13962,22.0,2.0,169.55,1,Regular Customers
13963,308.0,4.0,664.54,0,At-Risk Customers
13967,146.0,1.0,80.7,0,At-Risk Customers
13969,7.0,18.0,9053.94,2,VIP Customers
13971,19.0,8.0,2758.26,1,Regular Customers
13972,71.0,2.0,190.25,1,Regular Customers
13973,287.0,1.0,264.7,0,At-Risk Customers
13974,49.0,1.0,413.59000000000003,1,Regular Customers
13975,31.0,6.0,2526.28,1,Regular Customers
13976,207.0,1.0,357.98,0,At-Risk Customers
13978,15.0,2.0,196.79000000000002,1,Regular Customers
13979,73.0,1.0,869.87,1,Regular Customers
13980,60.0,1.0,200.14,1,Regular Customers
13982,39.0,4.0,1871.81,1,Regular Customers
13983,30.0,12.0,2603.43,1,Regular Customers
13984,27.0,5.0,920.51,1,Regular Customers
13985,4.0,15.0,7060.13,2,VIP Customers
13986,17.0,1.0,320.46,1,Regular Customers
13988,20.0,6.0,4147.96,1,Regular Customers
13989,66.0,2.0,1266.08,1,Regular Customers
13990,213.0,1.0,311.3,0,At-Risk Customers
13991,12.0,6.0,855.97,1,Regular Customers
13992,30.0,1.0,76.8,1,Regular Customers
13993,43.0,9.0,3466.36,1,Regular Customers
13994,4.0,6.0,2313.14,1,Regular Customers
13995,15.0,5.0,1393.69,1,Regular Customers
13999,10.0,12.0,3901.81,1,Regular Customers
14000,211.0,1.0,635.66,0,At-Risk Customers
14001,46.0,3.0,2043.0800000000002,1,Regular Customers
14002,134.0,2.0,529.73,1,Regular Customers
14004,43.0,7.0,4582.64,1,Regular Customers
14005,10.0,5.0,2874.72,1,Regular Customers
14006,116.0,3.0,962.19,1,Regular Customers
14009,198.0,2.0,695.61,0,At-Risk Customers
14012,278.0,1.0,328.8,0,At-Risk Customers
14013,110.0,3.0,473.02,1,Regular Customers
14014,77.0,1.0,505.18,1,Regular Customers
14015,53.0,1.0,917.34,1,Regular Customers
14016,162.0,4.0,4341.21,1,Regular Customers
14019,47.0,3.0,1421.61,1,Regular Customers
14020,17.0,2.0,642.8,1,Regular Customers
14021,155.0,3.0,631.9,0,At-Risk Customers
14022,225.0,1.0,440.0,0,At-Risk Customers
14023,7.0,2.0,584.07,1,Regular Customers
14024,122.0,2.0,327.7,1,Regular Customers
14027,61.0,1.0,104.82,1,Regular Customers
14029,63.0,2.0,467.66,1,Regular Customers
14030,18.0,8.0,2360.09,1,Regular Customers
14031,7.0,19.0,17286.86,2,VIP Customers
14032,2.0,11.0,2975.59,1,Regular Customers
14034,22.0,3.0,651.8199999999999,1,Regular Customers
14035,29.0,5.0,1428.02,1,Regular Customers
14036,285.0,1.0,626.65,0,At-Risk Customers
14037,176.0,2.0,147.20000000000002,0,At-Risk Customers
14038,78.0,3.0,1560.38,1,Regular Customers
14039,33.0,1.0,152.2,1,Regular Customers
14040,41.0,12.0,3614.92,1,Regular Customers
14041,266.0,1.0,141.41,0,At-Risk Customers
14044,27.0,4.0,652.82,1,Regular Customers
14045,109.0,4.0,1659.75,1,Regular Customers
14046,284.0,1.0,154.99,0,At-Risk Customers
14047,9.0,5.0,1308.6100000000001,1,Regular Customers
14048,305.0,1.0,409.93,0,At-Risk Customers
14049,17.0,4.0,5681.72,1,Regular Customers
14050,32.0,2.0,746.36,1,Regular Customers
14051,1.0,23.0,15610.390000000001,2,VIP Customers
14052,20.0,1.0,225.36,1,Regular Customers
14053,124.0,2.0,260.25,1,Regular Customers
14054,65.0,1.0,92.46,1,Regular Customers
14055,106.0,1.0,725.6400000000001,1,Regular Customers
14056,1.0,23.0,8214.65,2,VIP Customers
14057,24.0,17.0,6217.96,2,VIP Customers
14059,267.0,1.0,183.6,0,At-Risk Customers
14060,5.0,19.0,6140.42,2,VIP Customers
14062,10.0,12.0,10464.85,2,VIP Customers
14064,29.0,5.0,1353.74,1,Regular Customers
14066,267.0,1.0,152.55,0,At-Risk Customers
14067,64.0,2.0,374.7,1,Regular Customers
14068,320.0,1.0,265.85,0,At-Risk Customers
14071,4.0,8.0,1438.82,1,Regular Customers
14073,32.0,1.0,151.04,1,Regular Customers
14075,5.0,3.0,942.26,1,Regular Customers
14076,129.0,1.0,122.47,1,Regular Customers
14077,41.0,5.0,499.41999999999996,1,Regular Customers
14078,102.0,6.0,1049.37,1,Regular Customers
14079,125.0,1.0,375.1,1,Regular Customers
14080,33.0,1.0,45.599999999999994,1,Regular Customers
14081,302.0,2.0,934.52,0,At-Risk Customers
14082,365.0,1.0,182.25,0,At-Risk Customers
14083,4.0,9.0,1018.43,1,Regular Customers
14085,2.0,18.0,4448.54,2,VIP Customers
14087,3.0,1.0,194.42,1,Regular Customers
14088,10.0,13.0,19880.99570000001,2,VIP Customers
14089,57.0,1.0,161.0,1,Regular Customers
14090,325.0,1.0,76.32000000000001,0,At-Risk Customers
14092,8.0,14.0,4076.91,1,Regular Customers
14093,12.0,1.0,442.85,1,Regular Customers
14096,4.0,17.0,19880.99570000001,2,VIP Customers
14098,37.0,1.0,147.35,1,Regular Customers
14099,16.0,11.0,3104.17,1,Regular Customers
14100,138.0,1.0,194.9,0,At-Risk Customers
14101,74.0,6.0,5976.79,1,Regular Customers
14102,5.0,5.0,1360.28,1,Regular Customers
14104,155.0,2.0,216.20999999999998,0,At-Risk Customers
14105,239.0,1.0,1266.23,0,At-Risk Customers
14107,52.0,7.0,2703.23,1,Regular Customers
14108,31.0,2.0,597.91,1,Regular Customers
14109,73.0,1.0,144.2,1,Regular Customers
14110,4.0,12.0,5683.15,2,VIP Customers
14111,14.0,4.0,692.85,1,Regular Customers
14112,23.0,7.0,2915.15,1,Regular Customers
14113,4.0,4.0,1840.42,1,Regular Customers
14114,274.0,2.0,386.53,0,At-Risk Customers
14116,20.0,5.0,1382.74,1,Regular Customers
14117,144.0,1.0,90.0,0,At-Risk Customers
14121,4.0,4.0,2780.15,1,Regular Customers
14124,84.0,1.0,419.58000000000004,1,Regular Customers
14125,11.0,3.0,2740.43,1,Regular Customers
14126,8.0,3.0,706.1300000000001,1,Regular Customers
14127,123.0,3.0,709.71,1,Regular Customers
14128,61.0,2.0,637.5,1,Regular Customers
14129,2.0,5.0,1123.8600000000001,1,Regular Customers
14130,319.0,1.0,483.86,0,At-Risk Customers
14132,2.0,11.0,3586.0299999999997,1,Regular Customers
14133,130.0,3.0,605.64,1,Regular Customers
14135,2.0,15.0,4690.31,2,VIP Customers
14138,2.0,2.0,982.3800000000001,1,Regular Customers
14139,46.0,1.0,415.82,1,Regular Customers
14140,4.0,2.0,935.05,1,Regular Customers
14141,3.0,4.0,915.13,1,Regular Customers
14142,369.0,1.0,311.81,0,At-Risk Customers
14143,134.0,1.0,115.8,1,Regular Customers
14145,47.0,4.0,3742.2,1,Regular Customers
14146,9.0,5.0,4191.0,1,Regular Customers
14147,78.0,2.0,483.4,1,Regular Customers
14148,234.0,1.0,157.2,0,At-Risk Customers
14149,221.0,1.0,446.62,0,At-Risk Customers
14150,36.0,2.0,658.64,1,Regular Customers
14152,75.0,2.0,621.29,1,Regular Customers
14154,239.0,2.0,1345.62,0,At-Risk Customers
14155,266.0,1.0,118.75,0,At-Risk Customers
14156,10.0,30.0,19880.99570000001,2,VIP Customers
14157,20.0,2.0,432.88,1,Regular Customers
14158,40.0,1.0,507.66,1,Regular Customers
14159,20.0,11.0,4693.01,1,Regular Customers
14161,216.0,3.0,1110.52,0,At-Risk Customers
14162,174.0,2.0,289.36,0,At-Risk Customers
14163,87.0,4.0,2445.91,1,Regular Customers
14164,71.0,2.0,1631.77,1,Regular Customers
14165,276.0,1.0,122.53999999999999,0,At-Risk Customers
14167,39.0,4.0,574.84,1,Regular Customers
14171,98.0,1.0,363.79,1,Regular Customers
14173,11.0,4.0,450.84,1,Regular Customers
14174,33.0,1.0,134.46,1,Regular Customers
14175,60.0,3.0,3222.3,1,Regular Customers
14176,297.0,4.0,576.9000000000001,0,At-Risk Customers
14177,86.0,4.0,559.41,1,Regular Customers
14178,9.0,7.0,1620.93,1,Regular Customers
14179,41.0,2.0,719.78,1,Regular Customers
14180,11.0,25.0,4748.52,2,VIP Customers
14184,67.0,1.0,452.89,1,Regular Customers
14185,331.0,1.0,197.65,0,At-Risk Customers
14188,31.0,6.0,2054.36,1,Regular Customers
14189,2.0,15.0,4654.08,2,VIP Customers
14191,2.0,13.0,4684.76,2,VIP Customers
14193,68.0,2.0,853.39,1,Regular Customers
14194,5.0,21.0,11349.52,2,VIP Customers
14195,202.0,2.0,1012.0,0,At-Risk Customers
14196,107.0,1.0,335.52,1,Regular Customers
14198,18.0,4.0,701.4,1,Regular Customers
14199,218.0,1.0,185.39999999999998,0,At-Risk Customers
14201,60.0,7.0,747.44,1,Regular Customers
14204,2.0,1.0,161.03,1,Regular Customers
14205,17.0,2.0,466.7,1,Regular Customers
14206,239.0,1.0,328.15999999999997,0,At-Risk Customers
14208,95.0,1.0,151.74,1,Regular Customers
14209,11.0,6.0,2073.43,1,Regular Customers
14210,106.0,6.0,1905.8400000000001,1,Regular Customers
14211,53.0,9.0,2241.1,1,Regular Customers
14212,90.0,1.0,1070.48,1,Regular Customers
14214,31.0,5.0,1004.38,1,Regular Customers
14215,12.0,6.0,1789.72,1,Regular Customers
14216,3.0,4.0,1839.3,1,Regular Customers
14217,2.0,17.0,2004.98,1,Regular Customers
14218,43.0,1.0,169.48000000000002,1,Regular Customers
14219,4.0,1.0,89.94,1,Regular Customers
14220,247.0,2.0,632.4,0,At-Risk Customers
14221,42.0,9.0,3432.8,1,Regular Customers
14222,177.0,1.0,683.17,0,At-Risk Customers
14223,92.0,3.0,991.13,1,Regular Customers
14224,110.0,4.0,1050.12,1,Regular Customers
14226,29.0,5.0,2232.19,1,Regular Customers
14227,26.0,10.0,3350.96,1,Regular Customers
14229,52.0,3.0,1547.2,1,Regular Customers
14231,184.0,3.0,925.71,0,At-Risk Customers
14232,43.0,5.0,2048.07,1,Regular Customers
14233,49.0,4.0,1462.72,1,Regular Customers
14234,22.0,4.0,775.46,1,Regular Customers
14235,75.0,5.0,3144.86,1,Regular Customers
14236,81.0,2.0,490.86,1,Regular Customers
14237,369.0,1.0,161.0,0,At-Risk Customers
14238,326.0,1.0,146.85,0,At-Risk Customers
14239,43.0,11.0,2380.85,1,Regular Customers
14240,30.0,2.0,890.34,1,Regular Customers
14241,184.0,1.0,213.70000000000002,0,At-Risk Customers
14242,235.0,2.0,280.55,0,At-Risk Customers
14243,9.0,10.0,2588.77,1,Regular Customers
14245,220.0,2.0,1693.45,0,At-Risk Customers
14246,111.0,3.0,1474.06,1,Regular Customers
14247,278.0,1.0,136.76999999999998,0,At-Risk Customers
14248,318.0,1.0,302.58,0,At-Risk Customers
14250,7.0,3.0,1904.05,1,Regular Customers
14251,2.0,5.0,2879.7000000000003,1,Regular Customers
14256,260.0,2.0,969.0600000000001,0,At-Risk Customers
14257,64.0,5.0,3099.7200000000003,1,Regular Customers
14258,9.0,9.0,12669.98,2,VIP Customers
14259,142.0,1.0,120.0,0,At-Risk Customers
14261,51.0,2.0,1163.45,1,Regular Customers
14262,8.0,8.0,2618.23,1,Regular Customers
14264,155.0,2.0,333.97,0,At-Risk Customers
14265,109.0,2.0,530.18,1,Regular Customers
14267,163.0,3.0,1516.24,0,At-Risk Customers
14270,332.0,1.0,492.65000000000003,0,At-Risk Customers
14271,226.0,1.0,112.32,0,At-Risk Customers
14272,74.0,2.0,437.96,1,Regular Customers
14273,51.0,4.0,559.97,1,Regular Customers
14276,99.0,3.0,1119.74,1,Regular Customers
14277,15.0,3.0,4216.2,1,Regular Customers
14280,197.0,1.0,134.04,0,At-Risk Customers
14282,3.0,15.0,3729.34,2,VIP Customers
14284,31.0,2.0,595.25,1,Regular Customers
14285,21.0,4.0,1910.01,1,Regular Customers
14286,24.0,3.0,4628.75,1,Regular Customers
14287,8.0,3.0,176.63,1,Regular Customers
14288,213.0,1.0,426.6,0,At-Risk Customers
14289,9.0,6.0,911.26,1,Regular Customers
14290,11.0,5.0,2314.65,1,Regular Customers
14291,2.0,11.0,3883.25,1,Regular Customers
14292,8.0,9.0,4871.93,1,Regular Customers
14293,3.0,4.0,1046.56,1,Regular Customers
14295,40.0,1.0,166.20000000000002,1,Regular Customers
14297,18.0,4.0,1305.33,1,Regular Customers
14298,8.0,30.0,19880.99570000001,2,VIP Customers
14299,8.0,9.0,3965.62,1,Regular Customers
14300,19.0,1.0,43.2,1,Regular Customers
14301,117.0,1.0,640.14,1,Regular Customers
14304,223.0,1.0,383.45,0,At-Risk Customers
14305,71.0,3.0,1858.96,1,Regular Customers
14306,51.0,2.0,2093.32,1,Regular Customers
14307,89.0,6.0,2995.72,1,Regular Customers
14309,8.0,9.0,2352.53,1,Regular Customers
14311,243.0,1.0,310.26,0,At-Risk Customers
14312,47.0,6.0,1611.59,1,Regular Customers
14314,107.0,1.0,120.0,1,Regular Customers
14315,45.0,6.0,2481.13,1,Regular Customers
14317,65.0,1.0,508.58000000000004,1,Regular Customers
14320,207.0,2.0,477.79,0,At-Risk Customers
14321,11.0,5.0,1530.75,1,Regular Customers
14323,115.0,2.0,605.0600000000001,1,Regular Customers
14326,242.0,1.0,183.85,0,At-Risk Customers
14327,163.0,1.0,311.65,0,At-Risk Customers
14329,17.0,7.0,5014.84,1,Regular Customers
14331,124.0,2.0,462.65999999999997,1,Regular Customers
14332,23.0,3.0,866.31,1,Regular Customers
14333,68.0,1.0,415.2,1,Regular Customers
14334,17.0,8.0,2552.21,1,Regular Customers
14335,16.0,2.0,468.26,1,Regular Customers
14336,17.0,4.0,1614.91,1,Regular Customers
14338,161.0,2.0,588.22,0,At-Risk Customers
14339,243.0,1.0,309.52,0,At-Risk Customers
14340,219.0,1.0,134.7,0,At-Risk Customers
14341,45.0,8.0,2182.28,1,Regular Customers
14342,21.0,4.0,668.5600000000001,1,Regular Customers
14344,127.0,8.0,889.9300000000001,1,Regular Customers
14345,39.0,1.0,108.97999999999999,1,Regular Customers
14346,121.0,2.0,1021.58,1,Regular Customers
14348,260.0,1.0,409.57,0,At-Risk Customers
14349,10.0,1.0,133.5,1,Regular Customers
14350,274.0,1.0,282.93,0,At-Risk Customers
14351,165.0,1.0,51.0,0,At-Risk Customers
14352,157.0,4.0,1078.96,0,At-Risk Customers
14353,215.0,1.0,90.6,0,At-Risk Customers
14354,6.0,2.0,163.62,1,Regular Customers
14355,366.0,1.0,174.4,0,At-Risk Customers
14356,80.0,2.0,701.23,1,Regular Customers
14357,43.0,1.0,225.77,1,Regular Customers
14359,19.0,3.0,912.18,1,Regular Customers
14360,32.0,4.0,2128.23,1,Regular Customers
14362,22.0,1.0,161.2,1,Regular Customers
14364,109.0,8.0,3717.35,1,Regular Customers
14367,8.0,16.0,9261.52,2,VIP Customers
14368,320.0,1.0,155.0,0,At-Risk Customers
14371,295.0,1.0,100.5,0,At-Risk Customers
14373,358.0,1.0,76.55,0,At-Risk Customers
14375,185.0,1.0,257.68,0,At-Risk Customers
14377,191.0,2.0,617.05,0,At-Risk Customers
14379,44.0,2.0,348.1,1,Regular Customers
14381,52.0,1.0,202.68,1,Regular Customers
14382,26.0,1.0,626.0699999999999,1,Regular Customers
14383,38.0,3.0,1247.69,1,Regular Customers
14385,9.0,3.0,202.11,1,Regular Customers
14386,297.0,1.0,142.4,0,At-Risk Customers
14387,33.0,3.0,1770.56,1,Regular Customers
14388,10.0,8.0,3212.84,1,Regular Customers
14389,65.0,2.0,1043.46,1,Regular Customers
14390,10.0,9.0,4652.82,1,Regular Customers
14393,218.0,1.0,67.95,0,At-Risk Customers
14395,2.0,9.0,3507.71,1,Regular Customers
14396,65.0,2.0,487.99,1,Regular Customers
14397,3.0,19.0,2612.96,2,VIP Customers
14400,149.0,1.0,574.7,0,At-Risk Customers
14401,4.0,13.0,4051.48,1,Regular Customers
14403,130.0,4.0,1475.81,1,Regular Customers
14404,34.0,6.0,1474.32,1,Regular Customers
14406,119.0,1.0,156.75,1,Regular Customers
14407,107.0,6.0,2157.73,1,Regular Customers
14408,11.0,7.0,2606.53,1,Regular Customers
14409,71.0,6.0,2059.4500000000003,1,Regular Customers
14410,92.0,9.0,1105.07,1,Regular Customers
14411,311.0,1.0,1063.0,0,At-Risk Customers
14412,43.0,2.0,770.03,1,Regular Customers
14413,362.0,1.0,122.7,0,At-Risk Customers
14414,92.0,7.0,1496.98,1,Regular Customers
14415,1.0,13.0,5900.28,2,VIP Customers
14416,22.0,2.0,490.22,1,Regular Customers
14418,4.0,3.0,1937.25,1,Regular Customers
14419,11.0,6.0,1058.06,1,Regular Customers
14420,99.0,1.0,387.52,1,Regular Customers
14421,57.0,2.0,813.11,1,Regular Customers
14422,1.0,6.0,4263.64,1,Regular Customers
14423,218.0,1.0,265.2,0,At-Risk Customers
14424,18.0,1.0,322.08,1,Regular Customers
14426,24.0,10.0,4481.67,1,Regular Customers
14427,50.0,2.0,363.34000000000003,1,Regular Customers
14428,7.0,5.0,1244.83,1,Regular Customers
14431,303.0,1.0,470.36,0,At-Risk Customers
14432,10.0,6.0,2255.51,1,Regular Customers
14434,22.0,6.0,1372.8,1,Regular Customers
14436,99.0,1.0,89.06,1,Regular Customers
14437,366.0,1.0,63.0,0,At-Risk Customers
14438,306.0,1.0,131.9,0,At-Risk Customers
14439,320.0,1.0,2661.24,0,At-Risk Customers
14440,8.0,5.0,2357.6800000000003,1,Regular Customers
14441,1.0,4.0,1712.89,1,Regular Customers
14442,205.0,2.0,1589.82,0,At-Risk Customers
14443,54.0,4.0,1420.2,1,Regular Customers
14446,1.0,4.0,1039.58,1,Regular Customers
14447,19.0,5.0,1163.23,1,Regular Customers
14448,9.0,2.0,375.35,1,Regular Customers
14449,19.0,4.0,907.1,1,Regular Customers
14450,181.0,3.0,483.25,0,At-Risk Customers
14451,60.0,2.0,662.59,1,Regular Customers
14452,11.0,2.0,264.44,1,Regular Customers
14453,190.0,1.0,119.93,0,At-Risk Customers
14456,5.0,9.0,3062.4,1,Regular Customers
14457,311.0,1.0,113.64,0,At-Risk Customers
14459,155.0,1.0,1837.92,0,At-Risk Customers
14460,110.0,3.0,434.34,1,Regular Customers
14461,148.0,3.0,2103.06,1,Regular Customers
14462,66.0,11.0,2004.02,1,Regular Customers
14463,98.0,3.0,529.62,1,Regular Customers
14465,247.0,3.0,1058.6200000000001,0,At-Risk Customers
14466,29.0,7.0,2272.4,1,Regular Customers
14467,18.0,4.0,598.76,1,Regular Customers
14470,12.0,2.0,461.19,1,Regular Customers
14472,104.0,8.0,1936.84,1,Regular Customers
14473,74.0,2.0,234.34000000000003,1,Regular Customers
14474,46.0,1.0,547.66,1,Regular Customers
14475,72.0,3.0,925.85,1,Regular Customers
14476,257.0,1.0,215.7,0,At-Risk Customers
14477,20.0,4.0,1309.6,1,Regular Customers
14479,254.0,2.0,316.25,0,At-Risk Customers
14480,11.0,1.0,279.05,1,Regular Customers
14481,165.0,2.0,636.51,0,At-Risk Customers
14482,18.0,6.0,2068.15,1,Regular Customers
14483,282.0,1.0,137.1,0,At-Risk Customers
14484,50.0,1.0,321.92,1,Regular Customers
14485,39.0,1.0,165.75,1,Regular Customers
14487,27.0,6.0,1196.33,1,Regular Customers
14488,68.0,1.0,1064.28,1,Regular Customers
14489,207.0,1.0,463.38,0,At-Risk Customers
14491,175.0,2.0,340.93,0,At-Risk Customers
14493,7.0,5.0,2383.2400000000002,1,Regular Customers
14494,26.0,1.0,139.56,1,Regular Customers
14495,51.0,2.0,123.8,1,Regular Customers
14496,312.0,2.0,538.8100000000001,0,At-Risk Customers
14497,309.0,1.0,475.37,0,At-Risk Customers
14498,43.0,5.0,1957.32,1,Regular Customers
14499,26.0,3.0,815.32,1,Regular Customers
14500,88.0,3.0,356.85,1,Regular Customers
14501,184.0,2.0,251.21,0,At-Risk Customers
14502,20.0,11.0,2470.67,1,Regular Customers
14503,3.0,6.0,3543.26,1,Regular Customers
14504,47.0,4.0,673.26,1,Regular Customers
14505,17.0,8.0,5905.64,1,Regular Customers
14506,17.0,5.0,2012.17,1,Regular Customers
14507,24.0,6.0,1383.18,1,Regular Customers
14508,22.0,2.0,276.42,1,Regular Customers
14511,11.0,5.0,1314.81,1,Regular Customers
14512,188.0,2.0,275.28,0,At-Risk Customers
14513,101.0,3.0,455.59000000000003,1,Regular Customers
14514,61.0,3.0,1055.35,1,Regular Customers
14515,18.0,6.0,2102.09,1,Regular Customers
14517,33.0,2.0,330.45,1,Regular Customers
14518,64.0,1.0,174.37,1,Regular Customers
14520,2.0,2.0,270.6,1,Regular Customers
14522,24.0,4.0,974.54,1,Regular Customers
14523,108.0,1.0,241.09,1,Regular Customers
14524,32.0,9.0,1867.68,1,Regular Customers
14525,20.0,9.0,4332.2,1,Regular Customers
14527,3.0,30.0,8508.82,2,VIP Customers
14528,37.0,1.0,364.21999999999997,1,Regular Customers
14529,60.0,3.0,620.04,1,Regular Customers
14530,26.0,6.0,2925.91,1,Regular Customers
14532,236.0,4.0,932.85,0,At-Risk Customers
14533,25.0,7.0,1949.72,1,Regular Customers
14534,3.0,18.0,4447.05,2,VIP Customers
14535,60.0,3.0,2864.19,1,Regular Customers
14536,260.0,1.0,171.8,0,At-Risk Customers
14537,58.0,1.0,355.56,1,Regular Customers
14538,65.0,2.0,388.25,1,Regular Customers
14539,16.0,2.0,537.48,1,Regular Customers
14540,10.0,3.0,996.26,1,Regular Customers
14541,59.0,8.0,1461.65,1,Regular Customers
14542,186.0,1.0,103.25,0,At-Risk Customers
14543,29.0,16.0,3630.33,2,VIP Customers
14544,24.0,2.0,2024.45,1,Regular Customers
14546,5.0,5.0,2578.09,1,Regular Customers
14547,4.0,8.0,4007.54,1,Regular Customers
14548,151.0,2.0,652.8,0,At-Risk Customers
14549,311.0,1.0,289.24,0,At-Risk Customers
14550,11.0,2.0,765.62,1,Regular Customers
14551,18.0,2.0,186.23,1,Regular Customers
14552,152.0,1.0,165.07,0,At-Risk Customers
14553,19.0,5.0,859.27,1,Regular Customers
14554,10.0,4.0,2381.04,1,Regular Customers
14555,57.0,2.0,324.14,1,Regular Customers
14557,85.0,1.0,788.38,1,Regular Customers
14560,7.0,22.0,2237.77,2,VIP Customers
14561,76.0,3.0,1080.76,1,Regular Customers
14562,4.0,18.0,5074.77,2,VIP Customers
14565,96.0,4.0,3099.12,1,Regular Customers
14566,111.0,1.0,1432.0,1,Regular Customers
