CustomerID,Recency,Frequency,Monetary,Cluster
13375,89.0,1.0,778.65,1
13376,99.0,3.0,1019.76,1
13379,26.0,3.0,572.56,1
13381,32.0,6.0,3639.31,1
13382,281.0,1.0,222.99,0
13384,31.0,7.0,4151.93,1
13385,330.0,1.0,534.57,0
13388,131.0,2.0,677.1,1
13389,11.0,3.0,797.96,1
13390,75.0,1.0,544.08,1
13391,204.0,1.0,59.8,0
13394,2.0,8.0,2520.02,1
13395,185.0,1.0,307.72,0
13396,29.0,2.0,1360.99,1
13397,73.0,5.0,1544.13,1
13398,192.0,1.0,457.34,0
13402,127.0,2.0,621.23,1
13403,18.0,1.0,75.0,1
13404,1.0,2.0,252.49,1
13405,74.0,3.0,572.451,1
13408,2.0,30.0,19880.99570000001,2
13410,24.0,5.0,1003.06,1
13411,107.0,1.0,213.55,1
13414,134.0,3.0,1390.5,1
13416,44.0,2.0,712.5,1
13417,5.0,2.0,640.83,1
13418,12.0,18.0,6127.43,2
13419,64.0,1.0,221.06,1
13420,150.0,2.0,159.85,0
13421,40.0,2.0,1851.08,1
13422,64.0,1.0,2626.3,1
13425,108.0,3.0,1624.21,1
13426,1.0,10.0,3641.32,1
13427,19.0,3.0,582.6,1
13428,10.0,1.0,218.47,1
13429,11.0,4.0,1006.8,1
13430,19.0,2.0,679.45,1
13431,67.0,2.0,1269.1,1
13434,74.0,2.0,534.24,1
13435,5.0,7.0,3809.8900000000003,1
13436,2.0,1.0,196.89,1
13437,14.0,7.0,3408.06,1
13439,255.0,1.0,283.71,0
13441,92.0,1.0,296.64,1
13447,23.0,3.0,1129.14,1
13448,17.0,6.0,3539.37,1
13449,24.0,1.0,291.88,1
13450,27.0,6.0,2043.7199999999998,1
13451,26.0,5.0,2976.15,1
13452,259.0,2.0,590.0,0
13453,166.0,2.0,356.97999999999996,0
13455,25.0,2.0,1058.34,1
13456,18.0,6.0,1766.72,1
13458,7.0,14.0,9646.57,2
13460,29.0,2.0,183.44,1
13461,39.0,3.0,1445.0,1
13462,253.0,1.0,151.5,0
13464,58.0,1.0,674.68,1
13466,184.0,1.0,307.9,0
13467,11.0,2.0,1083.71,1
13468,2.0,30.0,5704.97,2
13470,99.0,2.0,165.0,1
13471,1.0,4.0,2531.58,1
13473,61.0,2.0,422.64,1
13474,236.0,1.0,229.59,0
13475,191.0,4.0,1431.78,0
13476,179.0,2.0,1238.47,0
13477,38.0,6.0,1454.58,1
13479,201.0,2.0,300.95,0
13481,46.0,5.0,1804.56,1
13482,232.0,1.0,184.64,0
13483,66.0,1.0,140.34,1
13484,241.0,1.0,313.8,0
13485,233.0,1.0,454.24,0
13486,78.0,3.0,1122.41,1
13487,58.0,3.0,575.4,1
13488,17.0,13.0,8968.31,2
13489,105.0,4.0,449.52,1
13491,52.0,10.0,1215.82,1
13492,136.0,3.0,1269.84,1
13493,275.0,2.0,618.63,0
13494,312.0,1.0,316.26000000000005,0
13495,8.0,5.0,2044.8700000000001,1
13496,11.0,2.0,653.33,1
13497,283.0,2.0,348.05,0
13499,18.0,5.0,1159.11,1
13500,23.0,3.0,1166.77,1
13501,288.0,1.0,1340.32,0
13502,17.0,3.0,292.0,1
13503,71.0,1.0,216.85,1
13504,64.0,1.0,295.93,1
13505,73.0,4.0,4393.63,1
13506,316.0,2.0,458.52,0
13507,3.0,4.0,2479.16,1
13508,244.0,1.0,110.97,0
13509,9.0,7.0,979.72,1
13510,1.0,4.0,1791.56,1
13512,261.0,1.0,251.21,0
13513,127.0,1.0,205.1,1
13514,74.0,1.0,152.20000000000002,1
13515,73.0,4.0,891.12,1
13516,21.0,3.0,1389.41,1
13517,60.0,3.0,2128.42,1
13518,86.0,1.0,659.4399999999999,1
13519,78.0,1.0,122.75,1
13520,59.0,6.0,3624.35,1
13521,1.0,3.0,1093.65,1
13522,30.0,1.0,125.80000000000001,1
13523,33.0,5.0,3964.88,1
13524,41.0,5.0,680.1800000000001,1
13525,15.0,2.0,628.78,1
13527,34.0,7.0,2287.51,1
13529,79.0,2.0,307.76,1
13531,205.0,2.0,483.8,0
13532,34.0,1.0,210.31,1
13533,183.0,3.0,270.79,0
13534,2.0,25.0,5870.08,2
13536,1.0,7.0,3448.29,1
13538,43.0,7.0,1280.85,1
13539,86.0,3.0,631.34,1
13544,40.0,2.0,291.41,1
13546,12.0,3.0,626.99,1
13548,96.0,2.0,682.41,1
13549,26.0,7.0,918.2,1
13551,319.0,1.0,91.80000000000001,0
13552,66.0,12.0,3740.07,1
13555,74.0,4.0,4149.28,1
13557,28.0,2.0,584.06,1
13558,6.0,4.0,605.06,1
13560,7.0,1.0,174.37,1
13561,216.0,1.0,141.85999999999999,0
13562,82.0,3.0,1799.33,1
13563,84.0,2.0,777.53,1
13564,144.0,3.0,1749.02,1
13565,19.0,2.0,240.22,1
13566,41.0,2.0,874.71,1
13568,173.0,1.0,192.85,0
13569,17.0,2.0,373.75,1
13570,243.0,1.0,239.49,0
13571,13.0,12.0,2092.32,1
13572,206.0,1.0,1384.25,0
13573,50.0,2.0,294.4,1
13575,23.0,5.0,732.0699999999999,1
13576,10.0,18.0,6717.34,2
13577,25.0,4.0,1687.6000000000001,1
13579,15.0,2.0,467.04,1
13581,309.0,1.0,118.0,0
13583,156.0,1.0,781.03,0
13584,307.0,1.0,142.4,0
13587,64.0,1.0,712.4,1
13588,16.0,9.0,2478.95,1
13589,15.0,2.0,379.65,1
13590,11.0,6.0,1981.92,1
13591,65.0,3.0,1117.13,1
13592,36.0,4.0,247.95999999999998,1
13593,108.0,5.0,2037.0800000000002,1
13594,53.0,1.0,396.97,1
13596,6.0,2.0,697.04,1
13598,47.0,1.0,180.17000000000002,1
13599,1.0,21.0,5153.67,2
13600,312.0,1.0,219.52,0
13601,45.0,2.0,693.32,1
13602,65.0,1.0,428.89,1
13603,26.0,1.0,164.34,1
13606,29.0,3.0,280.53999999999996,1
13607,40.0,1.0,678.01,1
13610,12.0,7.0,1131.88,1
13611,89.0,3.0,1171.8,1
13614,24.0,4.0,1610.46,1
13615,319.0,1.0,417.69,0
13617,40.0,3.0,544.18,1
13618,174.0,1.0,177.34,0
13621,117.0,1.0,213.85,1
13623,31.0,5.0,747.78,1
13626,253.0,1.0,257.23,0
13627,59.0,5.0,1638.47,1
13629,23.0,11.0,7792.36,2
13630,5.0,7.0,2031.78,1
13631,100.0,11.0,3070.42,1
13632,25.0,5.0,2121.27,1
13634,33.0,5.0,1575.16,1
13635,68.0,1.0,1071.03,1
13636,37.0,5.0,949.12,1
13637,52.0,3.0,810.5,1
13638,16.0,1.0,122.64,1
13639,74.0,1.0,1033.34,1
13642,216.0,1.0,354.8,0
13643,31.0,3.0,519.44,1
13644,16.0,4.0,2624.26,1
13645,120.0,1.0,252.1,1
13647,10.0,4.0,1678.1200000000001,1
13649,257.0,2.0,346.6,0
13650,17.0,6.0,1836.34,1
13651,35.0,2.0,94.2,1
13652,46.0,3.0,1095.08,1
13654,43.0,6.0,2707.33,1
13655,114.0,2.0,932.97,1
13656,165.0,2.0,379.65,0
13657,11.0,2.0,382.14,1
13658,10.0,5.0,2639.17,1
13659,206.0,2.0,1573.2,0
13662,86.0,3.0,897.76,1
13663,179.0,1.0,189.47,0
13666,60.0,3.0,84.65,1
13667,149.0,1.0,305.02,0
13668,3.0,21.0,6363.59,2
13669,51.0,2.0,218.55,1
13670,75.0,1.0,349.7,1
13672,301.0,2.0,186.39000000000001,0
13673,19.0,2.0,396.92,1
13675,151.0,2.0,486.82000000000005,0
13678,152.0,1.0,232.6,0
13680,1.0,4.0,3722.42,1
13681,18.0,4.0,827.83,1
13682,187.0,1.0,59.5,0
13684,286.0,1.0,67.23,0
13685,3.0,7.0,3119.44,1
13686,183.0,1.0,72.0,0
13689,63.0,1.0,910.0,1
13690,59.0,1.0,172.25,1
13692,25.0,3.0,1488.32,1
13694,4.0,30.0,19880.99570000001,2
13695,31.0,15.0,2504.13,1
13697,39.0,1.0,151.29999999999998,1
13699,155.0,1.0,308.58000000000004,0
13700,26.0,10.0,2265.12,1
13703,318.0,1.0,99.5,0
13704,5.0,9.0,2308.06,1
13705,8.0,3.0,711.86,1
13706,303.0,1.0,330.79,0
13707,267.0,2.0,806.41,0
13708,271.0,1.0,296.88,0
13709,4.0,13.0,6328.05,2
13710,32.0,1.0,180.48,1
13711,219.0,2.0,252.06,0
13712,247.0,1.0,228.84,0
13715,281.0,5.0,1079.34,0
13716,269.0,1.0,138.28,0
13717,32.0,6.0,1445.01,1
13718,246.0,2.0,306.55,0
13719,15.0,5.0,1041.68,1
13720,117.0,4.0,799.9,1
13721,36.0,1.0,524.14,1
13722,132.0,3.0,2375.41,1
13723,217.0,1.0,199.85000000000002,0
13725,50.0,8.0,1980.56,1
13726,39.0,2.0,1079.6599999999999,1
13727,29.0,2.0,333.48,1
13728,37.0,6.0,1016.14,1
13730,136.0,2.0,752.6,1
13731,219.0,2.0,610.59,0
13732,28.0,1.0,491.86,1
13735,25.0,4.0,2885.2400000000002,1
13736,5.0,2.0,731.9,1
13737,200.0,1.0,339.59999999999997,0
13739,18.0,1.0,216.9,1
13740,241.0,1.0,350.75,0
13741,72.0,3.0,668.4300000000001,1
13742,17.0,12.0,3131.02,1
13743,3.0,7.0,1341.6,1
13744,95.0,2.0,1156.36,1
13745,162.0,1.0,300.04,0
13747,369.0,1.0,79.6,0
13748,96.0,5.0,948.25,1
13750,54.0,5.0,1647.26,1
13751,288.0,1.0,296.25,0
13752,124.0,6.0,1186.28,1
13753,288.0,1.0,741.26,0
13754,152.0,2.0,282.59999999999997,0
13755,4.0,9.0,2161.35,1
13756,2.0,14.0,5189.52,2
13758,12.0,7.0,3190.55,1
13759,33.0,2.0,659.4100000000001,1
13760,54.0,2.0,286.79,1
13761,50.0,2.0,1070.65,1
13762,219.0,1.0,306.72,0
13763,63.0,1.0,1714.96,1
13764,71.0,3.0,1521.76,1
13767,2.0,30.0,17220.36,2
13769,2.0,10.0,2796.51,1
13771,64.0,4.0,2634.45,1
13772,34.0,3.0,1132.13,1
13774,82.0,1.0,345.0,1
13777,1.0,30.0,19880.99570000001,2
13778,103.0,1.0,178.7,1
13780,7.0,2.0,360.01,1
13781,251.0,1.0,127.84,0
13782,13.0,6.0,912.0,1
13784,10.0,11.0,2462.79,1
13786,367.0,1.0,230.39999999999998,0
13787,76.0,2.0,309.04,1
13790,4.0,1.0,348.8,1
13791,128.0,2.0,1516.0,1
13792,66.0,2.0,195.55,1
13798,1.0,30.0,19880.99570000001,2
13799,117.0,2.0,688.86,1
13800,310.0,1.0,558.32,0
13801,67.0,1.0,324.8,1
13802,139.0,3.0,4599.42,1
13803,255.0,1.0,277.07,0
13804,31.0,7.0,2635.79,1
13805,52.0,2.0,924.6,1
13806,64.0,1.0,256.38,1
13807,367.0,1.0,112.6,0
13808,6.0,5.0,1747.66,1
13809,305.0,1.0,155.05,0
13810,29.0,3.0,1499.01,1
13811,184.0,3.0,814.5,0
13812,42.0,3.0,539.0,1
13813,40.0,4.0,1366.8600000000001,1
13814,92.0,2.0,1579.12,1
13815,22.0,4.0,4027.36,1
13816,24.0,2.0,571.6700000000001,1
13817,29.0,2.0,382.98,1
13819,302.0,3.0,1140.35,0
13821,145.0,2.0,385.64,0
13822,6.0,2.0,632.0,1
13823,19.0,2.0,957.66,1
13824,33.0,5.0,1698.94,1
13826,176.0,1.0,189.5,0
13827,58.0,3.0,412.05,1
13828,22.0,1.0,209.49,1
13831,16.0,6.0,2202.99,1
13832,19.0,1.0,52.199999999999996,1
13833,159.0,1.0,384.8,0
13835,25.0,4.0,834.57,1
13837,212.0,2.0,271.24,0
13838,6.0,4.0,691.73,1
13841,253.0,1.0,85.0,0
13842,59.0,9.0,3385.62,1
13844,11.0,1.0,361.62,1
13845,65.0,1.0,312.98,1
13846,25.0,3.0,865.0600000000001,1
13848,92.0,3.0,1255.0,1
13849,52.0,2.0,1537.95,1
13850,129.0,1.0,1595.48,1
13851,96.0,3.0,2651.46,1
13853,57.0,1.0,1090.14,1
13854,9.0,25.0,8109.5199999999995,2
13856,169.0,3.0,388.5,0
13858,57.0,1.0,216.17,1
13859,326.0,1.0,201.16,0
13860,1.0,5.0,1245.9,1
13862,18.0,8.0,2209.36,1
13863,248.0,1.0,305.78,0
13865,58.0,4.0,501.56,1
13866,74.0,1.0,145.67000000000002,1
13867,31.0,3.0,1015.29,1
13868,7.0,2.0,3192.54,1
13869,123.0,4.0,3104.95,1
13870,2.0,8.0,2770.94,1
13871,23.0,13.0,6403.25,2
13873,120.0,3.0,389.6,1
13874,358.0,1.0,540.45,0
13875,54.0,5.0,1786.79,1
13876,64.0,1.0,122.7,1
13877,86.0,1.0,117.24,1
13878,55.0,1.0,1281.53,1
13880,21.0,13.0,3219.77,1
13881,4.0,20.0,17159.52,2
13882,3.0,5.0,1191.13,1
13883,11.0,5.0,2674.48,1
13884,7.0,5.0,787.6,1
13885,189.0,2.0,506.8,0
13886,71.0,1.0,243.56,1
13887,204.0,1.0,349.55,0
13888,120.0,2.0,605.63,1
13889,93.0,1.0,416.90000000000003,1
13890,1.0,10.0,1883.8100000000002,1
13892,27.0,4.0,632.97,1
13893,298.0,1.0,821.1,0
13894,24.0,3.0,564.62,1
13895,28.0,4.0,2593.07,1
13897,50.0,1.0,311.16,1
13898,326.0,1.0,155.93,0
13899,16.0,2.0,388.52,1
13900,183.0,3.0,740.95,0
13901,72.0,5.0,2867.2,1
13904,37.0,2.0,332.64,1
13908,80.0,4.0,2369.55,1
13911,57.0,9.0,2580.91,1
13914,12.0,2.0,626.45,1
13917,50.0,2.0,272.04,1
13918,50.0,2.0,1212.8400000000001,1
13919,59.0,2.0,384.81,1
13922,352.0,1.0,172.25,0
13923,54.0,1.0,351.13,1
13924,2.0,6.0,1838.8500000000001,1
13925,93.0,4.0,678.25,1
13926,23.0,1.0,223.85000000000002,1
13927,75.0,1.0,348.99,1
13928,11.0,4.0,464.57,1
13929,169.0,2.0,842.65,0
13930,58.0,2.0,337.34,1
13931,96.0,2.0,1237.53,1
13932,295.0,1.0,307.4,0
13933,109.0,2.0,608.7900000000001,1
13934,264.0,1.0,922.1,0
13936,180.0,1.0,376.58,0
13937,169.0,1.0,158.85,0
13938,35.0,1.0,71.66,1
13939,23.0,3.0,568.55,1
13940,17.0,4.0,839.14,1
13941,22.0,5.0,5112.96,1
13946,79.0,3.0,561.5699999999999,1
13947,65.0,1.0,90.6,1
13948,361.0,1.0,102.0,0
13949,3.0,6.0,2427.32,1
13950,11.0,4.0,745.06,1
13951,176.0,3.0,674.45,0
13952,218.0,2.0,3251.071,0
13953,7.0,7.0,3515.68,1
13954,2.0,2.0,439.92,1
13955,154.0,2.0,322.96,0
13956,5.0,5.0,1026.42,1
13959,79.0,3.0,598.2,1
13960,21.0,2.0,230.22,1
13962,22.0,2.0,169.55,1
13963,308.0,4.0,664.54,0
13967,146.0,1.0,80.7,0
13969,7.0,18.0,9053.94,2
13971,19.0,8.0,2758.26,1
13972,71.0,2.0,190.25,1
13973,287.0,1.0,264.7,0
13974,49.0,1.0,413.59000000000003,1
13975,31.0,6.0,2526.28,1
13976,207.0,1.0,357.98,0
13978,15.0,2.0,196.79000000000002,1
13979,73.0,1.0,869.87,1
13980,60.0,1.0,200.14,1
13982,39.0,4.0,1871.81,1
13983,30.0,12.0,2603.43,1
13984,27.0,5.0,920.51,1
13985,4.0,15.0,7060.13,2
13986,17.0,1.0,320.46,1
13988,20.0,6.0,4147.96,1
13989,66.0,2.0,1266.08,1
13990,213.0,1.0,311.3,0
13991,12.0,6.0,855.97,1
13992,30.0,1.0,76.8,1
13993,43.0,9.0,3466.36,1
13994,4.0,6.0,2313.14,1
13995,15.0,5.0,1393.69,1
13999,10.0,12.0,3901.81,1
14000,211.0,1.0,635.66,0
14001,46.0,3.0,2043.0800000000002,1
14002,134.0,2.0,529.73,1
14004,43.0,7.0,4582.64,1
14005,10.0,5.0,2874.72,1
14006,116.0,3.0,962.19,1
14009,198.0,2.0,695.61,0
14012,278.0,1.0,328.8,0
14013,110.0,3.0,473.02,1
14014,77.0,1.0,505.18,1
14015,53.0,1.0,917.34,1
14016,162.0,4.0,4341.21,1
14019,47.0,3.0,1421.61,1
14020,17.0,2.0,642.8,1
14021,155.0,3.0,631.9,0
14022,225.0,1.0,440.0,0
14023,7.0,2.0,584.07,1
14024,122.0,2.0,327.7,1
14027,61.0,1.0,104.82,1
14029,63.0,2.0,467.66,1
14030,18.0,8.0,2360.09,1
14031,7.0,19.0,17286.86,2
14032,2.0,11.0,2975.59,1
14034,22.0,3.0,651.8199999999999,1
14035,29.0,5.0,1428.02,1
14036,285.0,1.0,626.65,0
14037,176.0,2.0,147.20000000000002,0
14038,78.0,3.0,1560.38,1
14039,33.0,1.0,152.2,1
14040,41.0,12.0,3614.92,1
14041,266.0,1.0,141.41,0
14044,27.0,4.0,652.82,1
14045,109.0,4.0,1659.75,1
14046,284.0,1.0,154.99,0
14047,9.0,5.0,1308.6100000000001,1
14048,305.0,1.0,409.93,0
14049,17.0,4.0,5681.72,1
14050,32.0,2.0,746.36,1
14051,1.0,23.0,15610.390000000001,2
14052,20.0,1.0,225.36,1
14053,124.0,2.0,260.25,1
14054,65.0,1.0,92.46,1
14055,106.0,1.0,725.6400000000001,1
14056,1.0,23.0,8214.65,2
14057,24.0,17.0,6217.96,2
14059,267.0,1.0,183.6,0
14060,5.0,19.0,6140.42,2
14062,10.0,12.0,10464.85,2
14064,29.0,5.0,1353.74,1
14066,267.0,1.0,152.55,0
14067,64.0,2.0,374.7,1
14068,320.0,1.0,265.85,0
14071,4.0,8.0,1438.82,1
14073,32.0,1.0,151.04,1
14075,5.0,3.0,942.26,1
14076,129.0,1.0,122.47,1
14077,41.0,5.0,499.41999999999996,1
14078,102.0,6.0,1049.37,1
14079,125.0,1.0,375.1,1
14080,33.0,1.0,45.599999999999994,1
14081,302.0,2.0,934.52,0
14082,365.0,1.0,182.25,0
14083,4.0,9.0,1018.43,1
14085,2.0,18.0,4448.54,2
14087,3.0,1.0,194.42,1
14088,10.0,13.0,19880.99570000001,2
14089,57.0,1.0,161.0,1
14090,325.0,1.0,76.32000000000001,0
14092,8.0,14.0,4076.91,1
14093,12.0,1.0,442.85,1
14096,4.0,17.0,19880.99570000001,2
14098,37.0,1.0,147.35,1
14099,16.0,11.0,3104.17,1
14100,138.0,1.0,194.9,0
14101,74.0,6.0,5976.79,1
14102,5.0,5.0,1360.28,1
14104,155.0,2.0,216.20999999999998,0
14105,239.0,1.0,1266.23,0
14107,52.0,7.0,2703.23,1
14108,31.0,2.0,597.91,1
14109,73.0,1.0,144.2,1
14110,4.0,12.0,5683.15,2
14111,14.0,4.0,692.85,1
14112,23.0,7.0,2915.15,1
14113,4.0,4.0,1840.42,1
14114,274.0,2.0,386.53,0
14116,20.0,5.0,1382.74,1
14117,144.0,1.0,90.0,0
14121,4.0,4.0,2780.15,1
14124,84.0,1.0,419.58000000000004,1
14125,11.0,3.0,2740.43,1
14126,8.0,3.0,706.1300000000001,1
14127,123.0,3.0,709.71,1
14128,61.0,2.0,637.5,1
14129,2.0,5.0,1123.8600000000001,1
14130,319.0,1.0,483.86,0
14132,2.0,11.0,3586.0299999999997,1
14133,130.0,3.0,605.64,1
14135,2.0,15.0,4690.31,2
14138,2.0,2.0,982.3800000000001,1
14139,46.0,1.0,415.82,1
14140,4.0,2.0,935.05,1
14141,3.0,4.0,915.13,1
14142,369.0,1.0,311.81,0
14143,134.0,1.0,115.8,1
14145,47.0,4.0,3742.2,1
14146,9.0,5.0,4191.0,1
14147,78.0,2.0,483.4,1
14148,234.0,1.0,157.2,0
14149,221.0,1.0,446.62,0
14150,36.0,2.0,658.64,1
14152,75.0,2.0,621.29,1
14154,239.0,2.0,1345.62,0
14155,266.0,1.0,118.75,0
14156,10.0,30.0,19880.99570000001,2
14157,20.0,2.0,432.88,1
14158,40.0,1.0,507.66,1
14159,20.0,11.0,4693.01,1
14161,216.0,3.0,1110.52,0
14162,174.0,2.0,289.36,0
14163,87.0,4.0,2445.91,1
14164,71.0,2.0,1631.77,1
14165,276.0,1.0,122.53999999999999,0
14167,39.0,4.0,574.84,1
14171,98.0,1.0,363.79,1
14173,11.0,4.0,450.84,1
14174,33.0,1.0,134.46,1
14175,60.0,3.0,3222.3,1
14176,297.0,4.0,576.9000000000001,0
14177,86.0,4.0,559.41,1
14178,9.0,7.0,1620.93,1
14179,41.0,2.0,719.78,1
14180,11.0,25.0,4748.52,2
14184,67.0,1.0,452.89,1
14185,331.0,1.0,197.65,0
14188,31.0,6.0,2054.36,1
14189,2.0,15.0,4654.08,2
14191,2.0,13.0,4684.76,2
14193,68.0,2.0,853.39,1
14194,5.0,21.0,11349.52,2
14195,202.0,2.0,1012.0,0
14196,107.0,1.0,335.52,1
14198,18.0,4.0,701.4,1
14199,218.0,1.0,185.39999999999998,0
14201,60.0,7.0,747.44,1
14204,2.0,1.0,161.03,1
14205,17.0,2.0,466.7,1
14206,239.0,1.0,328.15999999999997,0
14208,95.0,1.0,151.74,1
14209,11.0,6.0,2073.43,1
14210,106.0,6.0,1905.8400000000001,1
14211,53.0,9.0,2241.1,1
14212,90.0,1.0,1070.48,1
14214,31.0,5.0,1004.38,1
14215,12.0,6.0,1789.72,1
14216,3.0,4.0,1839.3,1
14217,2.0,17.0,2004.98,1
14218,43.0,1.0,169.48000000000002,1
14219,4.0,1.0,89.94,1
14220,247.0,2.0,632.4,0
14221,42.0,9.0,3432.8,1
14222,177.0,1.0,683.17,0
14223,92.0,3.0,991.13,1
14224,110.0,4.0,1050.12,1
14226,29.0,5.0,2232.19,1
14227,26.0,10.0,3350.96,1
14229,52.0,3.0,1547.2,1
14231,184.0,3.0,925.71,0
14232,43.0,5.0,2048.07,1
14233,49.0,4.0,1462.72,1
14234,22.0,4.0,775.46,1
14235,75.0,5.0,3144.86,1
14236,81.0,2.0,490.86,1
14237,369.0,1.0,161.0,0
14238,326.0,1.0,146.85,0
14239,43.0,11.0,2380.85,1
14240,30.0,2.0,890.34,1
14241,184.0,1.0,213.70000000000002,0
14242,235.0,2.0,280.55,0
14243,9.0,10.0,2588.77,1
14245,220.0,2.0,1693.45,0
14246,111.0,3.0,1474.06,1
14247,278.0,1.0,136.76999999999998,0
14248,318.0,1.0,302.58,0
14250,7.0,3.0,1904.05,1
14251,2.0,5.0,2879.7000000000003,1
14256,260.0,2.0,969.0600000000001,0
14257,64.0,5.0,3099.7200000000003,1
14258,9.0,9.0,12669.98,2
14259,142.0,1.0,120.0,0
14261,51.0,2.0,1163.45,1
14262,8.0,8.0,2618.23,1
14264,155.0,2.0,333.97,0
14265,109.0,2.0,530.18,1
14267,163.0,3.0,1516.24,0
14270,332.0,1.0,492.65000000000003,0
14271,226.0,1.0,112.32,0
14272,74.0,2.0,437.96,1
14273,51.0,4.0,559.97,1
14276,99.0,3.0,1119.74,1
14277,15.0,3.0,4216.2,1
14280,197.0,1.0,134.04,0
14282,3.0,15.0,3729.34,2
14284,31.0,2.0,595.25,1
14285,21.0,4.0,1910.01,1
14286,24.0,3.0,4628.75,1
14287,8.0,3.0,176.63,1
14288,213.0,1.0,426.6,0
14289,9.0,6.0,911.26,1
14290,11.0,5.0,2314.65,1
14291,2.0,11.0,3883.25,1
14292,8.0,9.0,4871.93,1
14293,3.0,4.0,1046.56,1
14295,40.0,1.0,166.20000000000002,1
14297,18.0,4.0,1305.33,1
14298,8.0,30.0,19880.99570000001,2
14299,8.0,9.0,3965.62,1
14300,19.0,1.0,43.2,1
14301,117.0,1.0,640.14,1
14304,223.0,1.0,383.45,0
14305,71.0,3.0,1858.96,1
14306,51.0,2.0,2093.32,1
14307,89.0,6.0,2995.72,1
14309,8.0,9.0,2352.53,1
14311,243.0,1.0,310.26,0
14312,47.0,6.0,1611.59,1
14314,107.0,1.0,120.0,1
14315,45.0,6.0,2481.13,1
14317,65.0,1.0,508.58000000000004,1
14320,207.0,2.0,477.79,0
14321,11.0,5.0,1530.75,1
14323,115.0,2.0,605.0600000000001,1
14326,242.0,1.0,183.85,0
14327,163.0,1.0,311.65,0
14329,17.0,7.0,5014.84,1
14331,124.0,2.0,462.65999999999997,1
14332,23.0,3.0,866.31,1
14333,68.0,1.0,415.2,1
14334,17.0,8.0,2552.21,1
14335,16.0,2.0,468.26,1
14336,17.0,4.0,1614.91,1
14338,161.0,2.0,588.22,0
14339,243.0,1.0,309.52,0
14340,219.0,1.0,134.7,0
14341,45.0,8.0,2182.28,1
14342,21.0,4.0,668.5600000000001,1
14344,127.0,8.0,889.9300000000001,1
14345,39.0,1.0,108.97999999999999,1
14346,121.0,2.0,1021.58,1
14348,260.0,1.0,409.57,0
14349,10.0,1.0,133.5,1
14350,274.0,1.0,282.93,0
14351,165.0,1.0,51.0,0
14352,157.0,4.0,1078.96,0
14353,215.0,1.0,90.6,0
14354,6.0,2.0,163.62,1
14355,366.0,1.0,174.4,0
14356,80.0,2.0,701.23,1
14357,43.0,1.0,225.77,1
14359,19.0,3.0,912.18,1
14360,32.0,4.0,2128.23,1
14362,22.0,1.0,161.2,1
14364,109.0,8.0,3717.35,1
14367,8.0,16.0,9261.52,2
14368,320.0,1.0,155.0,0
14371,295.0,1.0,100.5,0
14373,358.0,1.0,76.55,0
14375,185.0,1.0,257.68,0
14377,191.0,2.0,617.05,0
14379,44.0,2.0,348.1,1
14381,52.0,1.0,202.68,1
14382,26.0,1.0,626.0699999999999,1
14383,38.0,3.0,1247.69,1
14385,9.0,3.0,202.11,1
14386,297.0,1.0,142.4,0
14387,33.0,3.0,1770.56,1
14388,10.0,8.0,3212.84,1
14389,65.0,2.0,1043.46,1
14390,10.0,9.0,4652.82,1
14393,218.0,1.0,67.95,0
14395,2.0,9.0,3507.71,1
14396,65.0,2.0,487.99,1
14397,3.0,19.0,2612.96,2
14400,149.0,1.0,574.7,0
14401,4.0,13.0,4051.48,1
14403,130.0,4.0,1475.81,1
14404,34.0,6.0,1474.32,1
14406,119.0,1.0,156.75,1
14407,107.0,6.0,2157.73,1
14408,11.0,7.0,2606.53,1
14409,71.0,6.0,2059.4500000000003,1
14410,92.0,9.0,1105.07,1
14411,311.0,1.0,1063.0,0
14412,43.0,2.0,770.03,1
14413,362.0,1.0,122.7,0
14414,92.0,7.0,1496.98,1
14415,1.0,13.0,5900.28,2
14416,22.0,2.0,490.22,1
14418,4.0,3.0,1937.25,1
14419,11.0,6.0,1058.06,1
14420,99.0,1.0,387.52,1
14421,57.0,2.0,813.11,1
14422,1.0,6.0,4263.64,1
14423,218.0,1.0,265.2,0
14424,18.0,1.0,322.08,1
14426,24.0,10.0,4481.67,1
14427,50.0,2.0,363.34000000000003,1
14428,7.0,5.0,1244.83,1
14431,303.0,1.0,470.36,0
14432,10.0,6.0,2255.51,1
14434,22.0,6.0,1372.8,1
14436,99.0,1.0,89.06,1
14437,366.0,1.0,63.0,0
14438,306.0,1.0,131.9,0
14439,320.0,1.0,2661.24,0
14440,8.0,5.0,2357.6800000000003,1
14441,1.0,4.0,1712.89,1
14442,205.0,2.0,1589.82,0
14443,54.0,4.0,1420.2,1
14446,1.0,4.0,1039.58,1
14447,19.0,5.0,1163.23,1
14448,9.0,2.0,375.35,1
14449,19.0,4.0,907.1,1
14450,181.0,3.0,483.25,0
14451,60.0,2.0,662.59,1
14452,11.0,2.0,264.44,1
14453,190.0,1.0,119.93,0
14456,5.0,9.0,3062.4,1
14457,311.0,1.0,113.64,0
14459,155.0,1.0,1837.92,0
14460,110.0,3.0,434.34,1
14461,148.0,3.0,2103.06,1
14462,66.0,11.0,2004.02,1
14463,98.0,3.0,529.62,1
14465,247.0,3.0,1058.6200000000001,0
14466,29.0,7.0,2272.4,1
14467,18.0,4.0,598.76,1
